shared-library,"/usr/local/bin/node",0x10b7f20f0,0x10ba76d5d
shared-library,"/usr/lib/libz.1.dylib",0x7fff8b80e980,0x7fff8b8195c8
shared-library,"/System/Library/Frameworks/Carbon.framework/Versions/A/Carbon",0x7fff90fd4fd0,0x7fff90fd4fd0
shared-library,"/usr/lib/libssl.0.9.8.dylib",0x7fff8d250bb0,0x7fff8d27cd85
shared-library,"/usr/lib/libcrypto.0.9.8.dylib",0x7fff91fc5f30,0x7fff920778b8
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff916d0da0,0x7fff916e431c
shared-library,"/usr/lib/libutil.dylib",0x7fff90cf4ee0,0x7fff90cf7a14
shared-library,"/usr/lib/libstdc++.6.dylib",0x7fff8f9fc11c,0x7fff8fa3a910
shared-library,"/System/Library/Frameworks/CoreServices.framework/Versions/A/CoreServices",0x7fff92116fc0,0x7fff92116fc0
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff9382b9a0,0x7fff9398a210
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/ApplicationServices",0x7fff8c485fb0,0x7fff8c485fb0
shared-library,"/usr/lib/system/libcache.dylib",0x7fff8bbda174,0x7fff8bbdcafe
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff8c3fc2a0,0x7fff8c4271c3
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff96244de0,0x7fff96248626
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff8ab7ee48,0x7fff8ab8458c
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff90e7328c,0x7fff90e7f89d
shared-library,"/usr/lib/system/libdnsinfo.dylib",0x7fff946464a0,0x7fff94646b60
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff9438f5c0,0x7fff9439157c
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff8c3168ec,0x7fff8c316c4e
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff916a4428,0x7fff916ab4a7
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff94656008,0x7fff9465a924
shared-library,"/usr/lib/system/libmathCommon.A.dylib",0x7fff8d1cd310,0x7fff8d1cddda
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff8c2b9f4e,0x7fff8c2bb210
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff9154b600,0x7fff9154c86c
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff94647885,0x7fff9464857e
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff9624acc0,0x7fff962f10f4
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff8c6682d8,0x7fff8c66d500
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff95cd9bc0,0x7fff95d0437e
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff8bb7a35c,0x7fff8bb9104f
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff93f1b719,0x7fff93f1eaa0
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff90a77511,0x7fff90a7de1e
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff8b9a8958,0x7fff8b9a958d
shared-library,"/usr/lib/system/libunc.dylib",0x7fff949a76ad,0x7fff949a88f0
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff96ea2894,0x7fff96ea736c
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff8b2d7f04,0x7fff8b2e8a40
shared-library,"/System/Library/Frameworks/Carbon.framework/Versions/A/Frameworks/CommonPanels.framework/Versions/A/CommonPanels",0x7fff8c1acf66,0x7fff8c1af6e6
shared-library,"/System/Library/Frameworks/Carbon.framework/Versions/A/Frameworks/Help.framework/Versions/A/Help",0x7fff94652008,0x7fff94654084
shared-library,"/System/Library/Frameworks/Carbon.framework/Versions/A/Frameworks/HIToolbox.framework/Versions/A/HIToolbox",0x7fff96b59ce0,0x7fff96da909d
shared-library,"/System/Library/Frameworks/Carbon.framework/Versions/A/Frameworks/ImageCapture.framework/Versions/A/ImageCapture",0x7fff95d25e4e,0x7fff95d31400
shared-library,"/System/Library/Frameworks/Carbon.framework/Versions/A/Frameworks/Ink.framework/Versions/A/Ink",0x7fff9637cff0,0x7fff963f3f98
shared-library,"/System/Library/Frameworks/Carbon.framework/Versions/A/Frameworks/OpenScripting.framework/Versions/A/OpenScripting",0x7fff8d73f974,0x7fff8d7517fc
shared-library,"/System/Library/Frameworks/Carbon.framework/Versions/A/Frameworks/Print.framework/Versions/A/Print",0x7fff93f884b1,0x7fff93f891b0
shared-library,"/System/Library/Frameworks/Carbon.framework/Versions/A/Frameworks/SecurityHI.framework/Versions/A/SecurityHI",0x7fff8c3137ae,0x7fff8c314cae
shared-library,"/System/Library/Frameworks/Carbon.framework/Versions/A/Frameworks/SpeechRecognition.framework/Versions/A/SpeechRecognition",0x7fff8c7c652c,0x7fff8c7cc7ea
shared-library,"/System/Library/Frameworks/Foundation.framework/Versions/C/Foundation",0x7fff957cbea4,0x7fff959dc47b
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff8dd87000,0x7fff8dda9123
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/CoreGraphics.framework/Versions/A/CoreGraphics",0x7fff92294ee0,0x7fff9284d900
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ImageIO.framework/Versions/A/ImageIO",0x7fff8d5b6f48,0x7fff8d661320
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/CoreText.framework/Versions/A/CoreText",0x7fff8d0a0974,0x7fff8d1249cf
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/ATS",0x7fff92118a10,0x7fff9217b21f
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ColorSync.framework/Versions/A/ColorSync",0x7fff93a00794,0x7fff93a6000e
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/HIServices",0x7fff8d340870,0x7fff8d382e5f
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/LangAnalysis.framework/Versions/A/LangAnalysis",0x7fff8cdd4600,0x7fff8cde246f
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/PrintCore.framework/Versions/A/PrintCore",0x7fff8c5a152c,0x7fff8c5efbde
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/QD.framework/Versions/A/QD",0x7fff95490614,0x7fff954c084d
